source,raw,reason
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Spec Decrease [2805.0, 2550.0, 2530.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Hedge/Member Decrease [2550.0, 2550.0, 2300.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Spec Decrease [2805.0, 2550.0, 2530.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Hedge/Member Decrease [2550.0, 2550.0, 2300.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Spec Decrease [2805.0, 2550.0, 2530.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Hedge/Member Decrease [2550.0, 2550.0, 2300.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Spec Decrease [2805.0, 2550.0, 2530.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Hedge/Member Decrease [2550.0, 2550.0, 2300.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Spec Decrease [2805.0, 2550.0, 2530.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Hedge/Member Decrease [2550.0, 2550.0, 2300.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Spec Decrease [2805.0, 2550.0, 2530.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Hedge/Member Decrease [2550.0, 2550.0, 2300.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Spec Decrease [2805.0, 2550.0, 2530.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-153.html,"20 South Wacker Drive Chicago, IL 60606 Ph.: (312) 648-3888 Fax: (312) 930-3187 cmegroup.com | Hedge/Member Decrease [2550.0, 2550.0, 2300.0, 2300.0] HG",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-165.html,Spec | Increase | EUR | 6% | 6% | 7% | 7% | D2 | Hedge/Member,malformed PDF rate row
/notices/clearing/2016/04/Chadv16-165.html,Hedge/Member | Increase | EUR | 6% | 6% | 7% | 7% | D2 | Page 3 of 26,malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Spec | Decrease | USD | 5,830 | 5,300 | 5,390 | 4,900 | Months 1-6 | ZD9230",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Hedge/Member | Decrease | USD | 5,300 | 5,300 | 4,900 | 4,900 | Months 1-6 | ZD9230",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Spec | Decrease | USD | 5,940 | 5,400 | 5,500 | 5,000 | Months 7-13 | ZD9230",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Hedge/Member | Decrease | USD | 5,400 | 5,400 | 5,000 | 5,000 | Months 7-13 | ZD9230",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Spec | Decrease | USD | 6,050 | 5,500 | 5,610 | 5,100 | Months 14-19 | ZD9230",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Hedge/Member | Decrease | USD | 5,500 | 5,500 | 5,100 | 5,100 | Months 14-19 | ZD9230",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Spec | Decrease | USD | 6,050 | 5,500 | 5,610 | 5,100 | Months 20 + | ZD9230",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Hedge/Member | Decrease | USD | 5,500 | 5,500 | 5,100 | 5,100 | Months 20 + | ZD9230",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Spec | Decrease | USD | 5,500 | 5,000 | 5,060 | 4,600 | Contracts 1-4 | ZD9130",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Hedge/Member | Decrease | USD | 5,000 | 5,000 | 4,600 | 4,600 | Contracts 1-4 | ZD9130",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Spec | Decrease | USD | 5,500 | 5,000 | 5,060 | 4,600 | Contracts 5-8 | ZD9130",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Hedge/Member | Decrease | USD | 5,000 | 5,000 | 4,600 | 4,600 | Contracts 5-8 | ZD9130",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Spec | Decrease | USD | 5,500 | 5,000 | 5,060 | 4,600 | Contracts 9+ | ZD9130",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-172.html,"Hedge/Member | Decrease | USD | 5,000 | 5,000 | 4,600 | 4,600 | Contracts 9+ | ZD9130",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-177.html,"Spec | Increase | USD | 1,705 | 1,550 | Mnths 12+ | MFF | Hedge/Member | Increase",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-177.html,"Hedge/Member | Increase | USD | 1,400 | 1,550 | Mnths 12+ | MFF | Page 2 of 27 | 4/21/2016",malformed PDF rate row
/notices/clearing/2016/04/Chadv16-177.html,"Month 1 vs Month 4 (SOYBEAN FUTURES) | Spec Increase [385.0, 350.0, 550.0, 500.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 1 vs Month 4 (SOYBEAN FUTURES) | Hedge/Member Increase [350.0, 350.0, 500.0, 500.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 1 vs Month 5 (SOYBEAN FUTURES) | Spec Increase [550.0, 500.0, 715.0, 650.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 1 vs Month 5 (SOYBEAN FUTURES) | Hedge/Member Increase [500.0, 500.0, 650.0, 650.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 1 vs Month 6 (SOYBEAN FUTURES) | Spec Increase [385.0, 350.0, 550.0, 500.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 1 vs Month 6 (SOYBEAN FUTURES) | Hedge/Member Increase [350.0, 350.0, 500.0, 500.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 1 vs Month 7+ (SOYBEAN FUTURES) | Spec Increase [935.0, 850.0, 1100.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 1 vs Month 7+ (SOYBEAN FUTURES) | Hedge/Member Increase [850.0, 850.0, 1000.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 2 vs Month 4 (SOYBEAN FUTURES) | Spec Increase [330.0, 300.0, 413.0, 375.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 2 vs Month 4 (SOYBEAN FUTURES) | Hedge/Member Increase [300.0, 300.0, 375.0, 375.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 2 vs Month 5 (SOYBEAN FUTURES) | Spec Increase [495.0, 450.0, 605.0, 550.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 2 vs Month 5 (SOYBEAN FUTURES) | Hedge/Member Increase [450.0, 450.0, 550.0, 550.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 2 vs Month 6 (SOYBEAN FUTURES) | Spec Increase [495.0, 450.0, 605.0, 550.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 2 vs Month 6 (SOYBEAN FUTURES) | Hedge/Member Increase [450.0, 450.0, 550.0, 550.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 2 vs Month 7+ (SOYBEAN FUTURES) | Spec Increase [935.0, 850.0, 1100.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 2 vs Month 7+ (SOYBEAN FUTURES) | Hedge/Member Increase [850.0, 850.0, 1000.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 3 vs Month 4 (SOYBEAN FUTURES) | Spec Increase [220.0, 200.0, 275.0, 250.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 3 vs Month 4 (SOYBEAN FUTURES) | Hedge/Member Increase [200.0, 200.0, 250.0, 250.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 3 vs Month 5 (SOYBEAN FUTURES) | Spec Increase [440.0, 400.0, 550.0, 500.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 3 vs Month 5 (SOYBEAN FUTURES) | Hedge/Member Increase [400.0, 400.0, 500.0, 500.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 3 vs Month 6 (SOYBEAN FUTURES) | Spec Increase [440.0, 400.0, 550.0, 500.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 3 vs Month 6 (SOYBEAN FUTURES) | Hedge/Member Increase [400.0, 400.0, 500.0, 500.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 3 vs Month 7+ (SOYBEAN FUTURES) | Spec Increase [935.0, 850.0, 1100.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 3 vs Month 7+ (SOYBEAN FUTURES) | Hedge/Member Increase [850.0, 850.0, 1000.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 4 vs Month 5 (SOYBEAN FUTURES) | Spec Increase [275.0, 250.0, 385.0, 350.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 4 vs Month 5 (SOYBEAN FUTURES) | Hedge/Member Increase [250.0, 250.0, 350.0, 350.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 4 vs Month 6 (SOYBEAN FUTURES) | Spec Increase [330.0, 300.0, 385.0, 350.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 4 vs Month 6 (SOYBEAN FUTURES) | Hedge/Member Increase [300.0, 300.0, 350.0, 350.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 4 vs Month 7+ (SOYBEAN FUTURES) | Spec Increase [935.0, 850.0, 1100.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 4 vs Month 7+ (SOYBEAN FUTURES) | Hedge/Member Increase [850.0, 850.0, 1000.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 5 vs Month 7+ (SOYBEAN FUTURES) | Spec Increase [935.0, 850.0, 1100.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 5 vs Month 7+ (SOYBEAN FUTURES) | Hedge/Member Increase [850.0, 850.0, 1000.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 6 vs Month 7+ (SOYBEAN FUTURES) | Spec Increase [935.0, 850.0, 1100.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 6 vs Month 7+ (SOYBEAN FUTURES) | Hedge/Member Increase [850.0, 850.0, 1000.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 7+ vs Month 7+ (SOYBEAN FUTURES) | Spec Increase [935.0, 850.0, 1100.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
/notices/clearing/2016/04/Chadv16-177.html,"Month 7+ vs Month 7+ (SOYBEAN FUTURES) | Hedge/Member Increase [850.0, 850.0, 1000.0, 1000.0] S",non-outright (spread/combination) row for universe code; excluded from outright CSV
